Nhân vật,Năm,Sự kiện
Duy Khánh,1960,"Ông nổi danh từ thập niên 1960, ban đầu với những bài hát mang âm hưởng dân ca và ""dân ca mới"" của Phạm Duy, nhạc về quê hương, về sau ông được xem như là 1 trong 4 giọng nam nổi bật nhất của nhạc vàng thời kỳ đầu (Tứ trụ nhạc vàng), 3 người còn lại là: Nhật Trường, Hùng Cường, Chế Linh."
Duy Khánh,1960,"Ngoài ra, từ đầu thập niên 1960 cho đến năm 1975, Duy Khánh còn lập nhóm chủ trương xuất bản tờ nhạc mang tên 1001 Bài Ca Hay quy tụ được nhiều tác phẩm của các nhạc sĩ nổi tiếng thời điểm đó như Trần Thiện Thanh, Nhật Ngân, Hoài Linh, Lam Phương, Trúc Phương..."
Duy Khánh,1964,"Năm 1964, ông thành hôn với Âu Phùng, một vũ công xinh đẹp người Việt gốc Hoa trong ban vũ Lưu Bình Hồng, sinh ra 2 người con."
Duy Khánh,1965,"Năm 1965, ông cùng với nữ danh ca Thái Thanh thu thanh bản trường ca Con đường cái quan của Phạm Duy."
Duy Khánh,1970,"Vào khoảng giữa thập niên 1970, ông kết hôn với bà Thúy Hoa rồi sống tại Vũng Tàu."
Duy Khánh,1975,"Sau sự kiện 30 tháng 4 năm 1975, ông ở lại Việt Nam và bị cấm hát trong một thời gian dài, sau đó thành lập đoàn nhạc Quê Hương, quy tụ nhạc sĩ Châu Kỳ, Nhật Ngân, ca sĩ Ngọc Minh, Nhã Phương, Bảo Yến,..."
Duy Khánh,1988,"Sau khi sang Hoa Kỳ vào năm 1988, ông hát độc quyền cho Trung tâm Làng Văn, và xuất hiện trên một số cuốn video của trung tâm Asia, sau đó, thành lập trung tâm Trường Sơn tiếp tục ca hát và dạy nhạc cho đến khi qua đời."
Duy Khánh,1988,"Làng Văn tape 076 / CD 003: Tác phẩm & Tiếng hát (Duy Khánh 1) (1988) với Hương Lan, Ngọc Minh, Mai Hương Làng Văn tape 080: Tình nào trong mắt em (1988) với Thanh Tuyền, Hương Lan Làng Văn tape 088 / CD 024: Một mai giã từ vũ khí (Duy Khánh 2) (1989)  Làng Văn tape 089 / CD 054: Biệt kinh kỳ (1989) với Chế Linh, Tuấn Vũ  Làng Văn tape 090 / CD 041: Mưa trên phố Huế (1989) với Hương Lan  Làng Văn tape 096: Giọt buồn không tên (1989) với Phương Dung, Tuấn Vũ Làng Văn tape 109: Đêm thánh vô cùng (1989) với V.A."
Duy Khánh,1989,"Làng Văn tape 114: Tình khúc Trúc Phương & Lam Phương (1989) với Tuấn Vũ, Chế Linh, Phương Dung, Thanh Tuyền Làng Văn tape 115 / CD 075: Chiều Tây Đô (1989) với Nhật Trường Mimosa tape 02: Gió chuyển mùa thương / Làng Văn CD 151: Ngày xưa em nói (1990) với Thanh Tuyền, Hương Lan, Chế Linh  Làng Văn CD 057: Hát cho mai sau (1990) Làng Văn tape 116 / CD 162: Nhạc tuyển Duy Khánh (Duy Khánh 3) (1990)  Làng Văn tape 119: Trời Huế vào thu chưa em (1990) với Hương Lan Làng Văn tape 124 / CD 071: Cô hàng xóm (1990) với Thanh Tuyền, Elvis Phương Làng Văn tape 125 / CD 091: Những vùng đất mang tên anh (1990) với Chế Linh Làng Văn tape 134 / CD 092: Về đâu mái tóc người thương (Duy Khánh 4) (1991)  Làng Văn tape 143 / CD 106: Ngày cưới em 2 (Sơn Ca đặc biệt) (1992) với Sơn Ca, Hùng Cường, Mai Lệ Huyên, Khánh Dũng Làng Văn tape 146: Nương chiều (1992) (Trường Sơn Duy Khánh 12) Làng Văn 236: Bức tranh quê (1997) với Mỹ Huyền, Chí Tâm    Trường Sơn Duy Khánh 1: Quê hương ta (1990) với Hương Lan  Trường Sơn Duy Khánh 2: Tình đời, Tình bạn, Tình yêu (1990) với Hương Lan, Ngọc Lan  Trường Sơn Duy Khánh 3: Lính và đời lính (1990) với Hương Lan, Như Mai Trường Sơn Duy Khánh 4: Xa nguồn yêu thương (1991) với Hương Lan, Giao Linh, Lê Uyên, Thanh Huyền  Trường Sơn Duy Khánh 5: Sớm muộn tôi cũng về (1991) với Hương Lan, Thiên Trang, Lê Uyên, Thanh Huyền  Trường Sơn Duy Khánh 6: Không chủ đề 1 (1991) với Hương Lan, Hà Thanh, Thanh Huyền, Carol Kim  Trường Sơn Duy Khánh 7: Mẹ trong lòng người đi (1991) với Hương Lan, Giao Linh, Thiên Trang, Hạ Lan  Trường Sơn Duy Khánh 8: Vườn dâu xanh (1991) với Hương Lan, Khánh Ly, Thiên Trang, Như Mai, Thiện Cơ, Xuân Sơn Trường Sơn Duy Khánh 9: Những chiều không có em (1991) Trường Sơn Duy Khánh 10: Những mảnh tình quê (1991) với Hương Lan, Hà Thanh, Thanh Tuyền, Thanh Huyền, Hồng Hạnh Trường Sơn Duy Khánh 11: Lời đầu năm cho con (1992) với Carol Kim, Thanh Huyền, Hồng Hạnh, Quốc Biên, Nhật Quang Trường Sơn Duy Khánh 12: Nương chiều (1992)    Cali Music 1: Chiều trên phố Bolsa (1994) với Hương Lan, Thanh Huyền, Mộng Huyền Cali Music 2: Tình yêu và nỗi nhớ (1994) với Dạ Thảo Cali Music 2': Từ tiếng hát tiếp nối (1995)  Cali Music 3: Ở hai đầu nỗi nhớ (1994) với Hương Lan, Thanh Huyền, Nhật Quang, Hà Thanh  Cali Music 4': Gửi người về cát bụi (1995)  Cali Music 5: Người bạn tình xưa (1994)  Cali Music 6': Điệu buồn chia xa (1996)  Cali Music 7: Quê hương đi về (1994) Cali Music 8: Huế tình yêu của tôi (1997) với Hương Lan, Hà Thanh  Cali Music 9: Tâm sự người hát bài quê hương (1997-98) Cali Music 10: Người lính già xa quê hương (1998)  Cali Music 11: Năm 2000 năm (1999)  Cali Music 12: Con Quốc Việt Nam (2000)     Dạ Lan 35: Trên 4 Vùng Chiến Thuật (1987) collection nhạc thâu trước 1975 Giáng Ngọc 92: Vỹ Dạ đò trăng (1989) với Hương Lan, Thiên Trang Giáng Ngọc 167: Tấm ảnh ngày xưa (1992) với Hương Lan Giáng Ngọc 185: Bao giờ em quên (1993) với Hương Lan Hải Âu 87: Niềm thương nhớ (1993) với Mỹ Huyền Hải Âu 98: Để nhớ đến công ơn dưỡng dục sinh thành 2 với Dalena, Mỹ Huyền, Thiên Trang, Khả Tú, Randy, Thu Hương Mai Ngọc Khánh: Mẹ vẫn làm phép lạ (1993) với nhiếu ca sĩ Phượng Hoàng 41: Hòn vọng phu (1992) với Hương Lan ngâm thơ Phượng Hoàng 42: Ngày xuân thăm nhau (1993) với Hương Lan, Trang Thanh Lan, Thanh Huyền Phượng Hoàng 43: Cuối đường kỷ niệm (1993) với Chế Linh, Thanh Tuyến, Giao Linh, Trang Thanh Lan Phượng Hoàng 46: Đi chơi chùa hương (1993) với Phựong Vũ, Phưong Hồng Quế, Trang Thanh Lan, Sơn Ca, Phượng Mai Phượng Hoàng 47: Chốn xưa em về (1993) với Hương Lan, Thái Châu, Hải Lý Phượng Nga 12: Đi tìm bóng mát quê hương (1992) Thái 2: Chờ em trong mưa (1994) với nhiếu ca sĩ Thanh Hằng 6: Dòng sông hò hẹn (1994) với Nhật Trường, Giao Linh, Hương Lan Thanh Hằng: Kiếp sau (1996) với Thanh Tuyền, Phi Long Tình Ca 20 số 2: Phượng hồng, phượng tím (1990) với Chế Linh, Thiên Trang, Như Mai, Phương Dung Tình Nhớ 46: Không biết hôm nay vì sao tôi buồn (1994) Tú Quỳnh 83: Trăng rụng xuống cầu (1995) song ca                   Tiểu sử Duy Khánh"
Duy Khánh,2003,"Ông mất vào 12 giờ trưa ngày 12 tháng 2 năm 2003, tại bệnh viện Fountain Valley, Quận Cam, California, hưởng thọ 66 tuổi."
Lý Băng Băng,1930,"Vai Uyển Tâm của cô trong phim Huy nương Uyển Tâm là hình ảnh một người phụ nữ nông thôn những năm 1930 tháo vát, giỏi giang, hiếu thuận và biết chu toàn mọi việc trong gia đình."
Lý Băng Băng,1973,"Lý Băng Băng sinh ngày 27 tháng 2 năm 1973 ở huyện Ngũ Thường, thuộc thành phố Cáp Nhĩ Tân, tỉnh Hắc Long Giang, Đông Bắc Trung Quốc."
Lý Băng Băng,1989,"Sau khi tốt nghiệp trung học năm 1989, cô đăng ký học tại trường Cao đẳng dạy nghề sư phạm ở Kê Tây (nay là Đại học Công nghệ Hắc Long Giang) và sau khi tốt nghiệp năm 1992, cô đã đi dạy môn âm nhạc khoảng một năm tại trường tiểu học Ngũ Thường ở Cáp Nhĩ Tân."
Lý Băng Băng,1993,Lý Băng Băng trúng tuyển vào Học viện Hý kịch Thượng Hải năm 1993 nhưng phải đối mặt với trở ngại học phí do gia đình cô lúc đó có hoàn cảnh khá khó khăn.
Lý Băng Băng,1994,Cô bắt đầu hoạt động nghệ thuật từ năm 1994 và đến nay đã gặt hái được những thành tựu đáng kể trong lĩnh vực phim truyền hình cũng như điện ảnh.
Lý Băng Băng,1994,Lý Băng Băng xuất hiện lần đầu tiên trên màn ảnh nhỏ với một vai phụ trong phim Nhất lộ đẳng hậu (1994) cùng với Nhậm Tuyền khi cô đang học năm thứ hai tại Học viện Hý kịch Thượng Hải.
Lý Băng Băng,1998,"Trên màn ảnh rộng, Lý Băng Băng được biết đến qua các phim Tết đến về nhà (1998), Thiên hạ vô tặc (2004), Đợi chờ cô đơn (2005), Vân thủy dao (2006), Vua Kung Fu (2008), Phong thanh (2009), và Địch Nhân Kiệt thông thiên đế quốc (2010)."
Lý Băng Băng,1999,"Sau một loạt các thử nghiệm lớn nhỏ, đến năm 1999, những nỗ lực của Băng Băng đã được ghi nhận khi vai diễn trong phim điện ảnh Tết đến về nhà mang về cho cô giải Nữ diễn viên chính xuất sắc nhất tại Liên hoan phim Quốc tế Singapore."
Lý Băng Băng,2000,"Các bộ phim truyền hình đáng chú ý của cô bao gồm Thiếu niên Bao Thanh Thiên (2000), Thiếu niên Trương Tam Phong (2001), Huy nương Uyển Tâm (2005), và Tái sinh duyên (2007)."
Lý Băng Băng,2000,"2000: Nữ diễn viên xuất sắc nhất - phim Tết đến về nhà (LHP Quốc tế Singapore lần thứ 13) 2005: Nữ diễn viên được yêu thích nhất - phim Thiên hạ vô tặc (LHP Sinh viên lần thứ 12) 2005: (Đề cử) Nữ diễn viên phụ xuất sắc nhất - phim Thiên hạ vô tặc (giải Kim Kê - Bách Hoa lần thứ 14) 2006: (Đề cử) Nữ diễn viên chính xuất sắc nhất - phim Đợi chờ cô đơn (giải Kim Kê - Bách Hoa lần thứ 15) 2007: (Đề cử) Nữ diễn viên xuất sắc nhất - phim Vân thủy dao (LHP Sinh viên lần thứ 14) 2007: (Đề cử) Nữ diễn viên chính xuất sắc nhất - phim Vân thủy dao (giải Kim Mã lần thứ 44) 2007: Nữ diễn viên chính xuất sắc nhất - phim Vân thủy dao (LHP Hoa Biểu lần thứ 12) 2007: Nữ diễn viên chính trong phim điện ảnh - phim Vân thủy dao (giải Kim Phượng Hoàng lần thứ 11) 2008: Nữ diễn viên chính xuất sắc nhất - phim Vân thủy dao (giải Kim Kê - Bách Hoa lần thứ 17) 2009: Nữ diễn viên chính xuất sắc nhất - phim Phong thanh (giải Kim Mã lần thứ 46) 2009: (Đề cử) Nữ diễn viên chính xuất sắc nhất - phim Phong thanh (LHP châu Á lần thứ 4) 2010: (Đề cử) Nữ diễn viên chính xuất sắc nhất - phim Phong thanh (LHP Sinh viên Bắc Kinh lần thứ 17)    2003: Giải thưởng dành cho Nữ diễn viên có phong cách nhất trong Liên hoan 2003 MTV 巨星炫风 2003: Giải thưởng dành cho Hình tượng cá tính tại lễ trao giải Channel Young 2004: Giải thưởng Nữ diễn viên thời thượng tại lễ trao giải Channel Young 2004: Giải thưởng dành cho Nghệ sĩ có phong cách đột phá nhất trong Liên hoan 2004 MTV 超级盛典 2004: Giải thưởng Nữ diễn viên có phong cách thời trang quyến rũ nhất trong cuộc bầu chọn trên toàn quốc 2006: Nhận giải thưởng Nghệ sĩ được chú ý nhất năm tại lễ trao giải BQ 2006 2007: Xếp thứ 2 trong Top 10 biểu tượng phát ngôn giá trị nhất châu Á 2007: Nữ diễn viên phong cách nhất Trung Quốc tại MTV Style Gala 2007: Top 10 ngôi sao tích cực làm từ thiện và Ngôi sao có sức ảnh hưởng nhất trong việc làm từ thiện do tạp chí Bazzar trao tặng 2007: Nhận danh hiệu ""Bắc Kinh thanh niên tiên phong"" do báo Beijing Youth trao tặng tại lễ trao giải BQ 2007 2008: Nghệ sĩ đột phá của năm do độc giả mạng Sina bình chọn 2008: Danh hiệu Ngôi sao sành điệu nhất tại lễ trao giải Cosmo Beauty 2008: Top 10 ngôi sao tích cực làm từ thiện do tạp chí Bazzar trao tặng 2008: Giải thưởng Ngôi sao có lối sống lành mạnh do độc giả và các chuyên gia của tạp chí Psychologies (Trung Quốc) bầu chọn 2008: Xếp thứ 6 trong danh sách ""50 người đẹp nhất Trung Quốc"" của báo Beijing News."
Lý Băng Băng,2003,"Và nhiều bộ phim khác          2003: ""Hoa viên"" 2005: ""Cơ tích"" (Miracle) với các nghệ sĩ của Hoa Nghị 2005: ""When you kiss me"" 2006: ""Tới một thế giới tràn đầy tình yêu"" với các nghệ sĩ của Hoa Nghị 2006: ""Tri đạo bất tri đạo"" (Biết hay không) (cover) 2007: ""Xướng hưởng thế giới"" với các nghệ sĩ của Haidie 2007: ""Bing Bing"" 2008: ""Chúng tôi có tình yêu"" với các nghệ sĩ Hoa Nghị 2008: ""Lời hứa"" với nhiều nghệ sĩ Trung Quốc 2008: ""Mama baby""    2008: ""Myself""    2001: Ca khúc ""Tâm nhi hồi du"" mở đầu phim Dã A Đầu 2002: Ca khúc ""Nhi nữ tư tình"" mở đầu phim Thám hoa xòe quạt (song ca với Tô Vĩnh Khang) 2006: Ca khúc ""Huy nương Uyển Tâm"" cuối phim Huy nương Uyển Tâm 2007: Ca khúc ""Chỉ còn hồi ức"" chủ đề phim Hồ điệp phi 2008: Ca khúc ""Dao viễn ái"" quảng bá phim The Children of Huangshi tại Trung Quốc 2008: Ca khúc ""Dự cảm"" chủ đề phim Vua Kung Fu (song ca với Lý Cửu Triết)    Năm 2017, Lý Băng Băng công khai hẹn hò một doanh nhân ít hơn cô đến 16 tuổi tên là Hứa Văn Nam."
Lý Băng Băng,2003,"2003: Đại sứ hình ảnh du lịch Hồng Kông 2004: Đại diện tổ chức bảo vệ môi trường Trung Quốc 2004: Đại diện phát ngôn của UNICEF 2005: Hình tượng phát ngôn cho cuộc vận động dải băng màu hồng phòng ngừa ung thư vú 2006: Cố vấn danh dự của Hội Điện ảnh Đại học Bắc Kinh 2007: Hình tượng phát ngôn của tuần báo ""Bắc Kinh thanh niên"" 2007 2008: Tham gia rước đuốc Thế vận hội Bắc Kinh 2008 2008: Đại sứ trao đổi văn hóa Trung Quốc - Hàn Quốc 2008: Đại sứ quảng bá hình ảnh thành phố Seoul 2009: Đại sứ Giờ Trái Đất tại Trung Quốc 2009: Đại sứ hình ảnh chính thức và Chủ tịch danh dự của Sustainable Innovation Student Competition (SISC) 2009: Đại sứ tuyên truyền cho dự án ""Một triệu khu rừng"" của tổ chức khí hậu quốc tế tại khu vực châu Á - Thái Bình Dương."
Lý Băng Băng,2005,"Năm 2005, Lý Băng Băng với vai Tiểu Diệp - một nữ tặc dáng vẻ ngạo mạn, ngang tàng trong phim Thiên hạ vô tặc đã nhận được đề cử Nữ diễn viên phụ xuất sắc nhất tại Giải Kim Kê - Bách Hoa."
Lý Băng Băng,2006,"Từ trước đến nay do những khác biệt về văn hóa nên những phim miền Bắc của Trung Quốc sản xuất thường không gây được sự chú ý của khán giả miền Nam, nhưng khi phim trình chiếu đã thu hút một lượng lớn khán giả, vượt qua cả phim Nàng Dae Jang-geum của điện ảnh Hàn Quốc, trở thành phim ăn khách nhất của đài trung ương CCTV trong năm 2006."
Triều Tiên Cao Tông,1811,"Chính những điều này đã khiến người nông dân đứng lên khởi nghĩa, mà một trong những cuộc khởi nghĩa lớn nhất đã diễn ra là cuộc khởi nghĩa lãnh đạo bởi Hồng Cảnh Lai (Hong Gyeong-nae, Hangul: 홍경래; Hanja: 洪景來) ở đạo Bình An trong những năm 1811 - 1812 dưới triều vua Thuần Tổ."
